img_path,label,labeled_yn
imgs/17968.jpg,0,False
imgs/49383.jpg,9,False
imgs/47458.jpg,6,False
imgs/32932.jpg,6,False
imgs/40322.jpg,0,False
imgs/36533.jpg,0,False
imgs/17506.jpg,8,False
imgs/14356.jpg,0,False
imgs/14425.jpg,0,False
imgs/19886.jpg,2,False
imgs/30295.jpg,6,False
imgs/10927.jpg,8,False
imgs/20630.jpg,8,False
imgs/35295.jpg,8,False
imgs/31444.jpg,8,False
imgs/12219.jpg,0,False
imgs/09150.jpg,9,False
imgs/14301.jpg,8,False
imgs/10860.jpg,9,False
imgs/13880.jpg,0,False
imgs/44839.jpg,8,False
imgs/42882.jpg,9,False
imgs/49764.jpg,9,False
imgs/05219.jpg,9,False
imgs/39064.jpg,9,False
imgs/28739.jpg,8,False
imgs/25948.jpg,1,False
imgs/43718.jpg,9,False
imgs/46300.jpg,5,False
imgs/39647.jpg,8,False
imgs/08899.jpg,9,False
imgs/14338.jpg,8,False
imgs/17628.jpg,8,False
imgs/37306.jpg,9,False
imgs/16339.jpg,8,False
imgs/01905.jpg,9,False
imgs/36101.jpg,6,False
imgs/30656.jpg,8,False
imgs/11890.jpg,8,False
imgs/40907.jpg,6,False
imgs/34375.jpg,8,False
imgs/37444.jpg,8,False
imgs/20934.jpg,0,False
imgs/22814.jpg,6,False
imgs/24937.jpg,8,False
imgs/17445.jpg,9,False
imgs/05888.jpg,0,False
imgs/35238.jpg,6,False
imgs/45298.jpg,8,False
imgs/31505.jpg,0,False
imgs/03107.jpg,0,False
imgs/16761.jpg,0,False
imgs/38881.jpg,6,False
imgs/18244.jpg,3,False
imgs/33855.jpg,9,False
imgs/05593.jpg,6,False
imgs/22744.jpg,0,False
imgs/32766.jpg,8,False
imgs/03626.jpg,3,False
imgs/06763.jpg,0,False
imgs/12302.jpg,2,False
imgs/07485.jpg,0,False
imgs/46684.jpg,6,False
imgs/32440.jpg,1,False
imgs/25082.jpg,0,False
imgs/30494.jpg,8,False
imgs/24953.jpg,8,False
imgs/15842.jpg,3,False
imgs/14908.jpg,8,False
imgs/41246.jpg,6,False
imgs/41038.jpg,0,False
imgs/10070.jpg,9,False
imgs/02718.jpg,0,False
imgs/20548.jpg,0,False
imgs/33793.jpg,9,False
imgs/32899.jpg,0,False
imgs/35825.jpg,6,False
imgs/26122.jpg,8,False
imgs/22603.jpg,0,False
imgs/41196.jpg,9,False
imgs/46580.jpg,6,False
imgs/17799.jpg,9,False
imgs/39474.jpg,0,False
imgs/31896.jpg,9,False
imgs/44571.jpg,6,False
imgs/47030.jpg,8,False
imgs/15338.jpg,6,False
imgs/26321.jpg,6,False
imgs/15060.jpg,0,False
imgs/47730.jpg,8,False
imgs/46721.jpg,9,False
imgs/10205.jpg,1,False
imgs/21724.jpg,9,False
imgs/40215.jpg,9,False
imgs/05766.jpg,6,False
imgs/05589.jpg,9,False
imgs/35470.jpg,6,False
imgs/35310.jpg,5,False
imgs/09982.jpg,8,False
imgs/33946.jpg,8,False
imgs/07183.jpg,0,False
imgs/47878.jpg,9,False
imgs/43745.jpg,8,False
imgs/03365.jpg,8,False
imgs/40110.jpg,8,False
imgs/15541.jpg,9,False
imgs/25493.jpg,9,False
imgs/47094.jpg,4,False
imgs/20172.jpg,4,False
imgs/24967.jpg,9,False
imgs/39590.jpg,4,False
imgs/42324.jpg,0,False
imgs/30687.jpg,6,False
imgs/22034.jpg,4,False
imgs/29848.jpg,0,False
imgs/01287.jpg,1,False
imgs/11554.jpg,3,False
imgs/42217.jpg,0,False
imgs/14305.jpg,8,False
imgs/49220.jpg,0,False
imgs/26893.jpg,8,False
imgs/17055.jpg,8,False
imgs/35025.jpg,8,False
imgs/05391.jpg,9,False
imgs/22910.jpg,0,False
imgs/02218.jpg,0,False
imgs/09654.jpg,9,False
imgs/36102.jpg,9,False
imgs/31907.jpg,6,False
imgs/17961.jpg,7,False
imgs/37776.jpg,8,False
imgs/19524.jpg,2,False
imgs/09442.jpg,4,False
imgs/44116.jpg,9,False
imgs/03084.jpg,9,False
imgs/07269.jpg,9,False
imgs/14921.jpg,6,False
imgs/10374.jpg,9,False
imgs/49506.jpg,9,False
imgs/29072.jpg,9,False
imgs/40237.jpg,0,False
imgs/31842.jpg,9,False
imgs/31264.jpg,1,False
imgs/46270.jpg,8,False
imgs/10022.jpg,0,False
imgs/34086.jpg,0,False
imgs/34335.jpg,9,False
imgs/29795.jpg,6,False
imgs/17200.jpg,0,False
imgs/18138.jpg,9,False
imgs/45874.jpg,8,False
imgs/25906.jpg,6,False
imgs/13621.jpg,6,False
imgs/23252.jpg,5,False
imgs/39683.jpg,0,False
imgs/21835.jpg,9,False
imgs/47018.jpg,6,False
imgs/18637.jpg,4,False
imgs/29411.jpg,6,False
imgs/02991.jpg,8,False
imgs/37003.jpg,6,False
imgs/08220.jpg,9,False
imgs/29710.jpg,9,False
imgs/36312.jpg,0,False
imgs/26940.jpg,6,False
imgs/33704.jpg,6,False
imgs/26512.jpg,9,False
imgs/49126.jpg,8,False
imgs/42523.jpg,6,False
imgs/24578.jpg,8,False
imgs/24286.jpg,6,False
imgs/40771.jpg,6,False
imgs/22240.jpg,6,False
imgs/38190.jpg,6,False
imgs/16032.jpg,6,False
imgs/17484.jpg,6,False
imgs/40808.jpg,8,False
imgs/40192.jpg,8,False
imgs/02746.jpg,0,False
imgs/22365.jpg,8,False
imgs/27615.jpg,9,False
imgs/47745.jpg,9,False
imgs/35684.jpg,6,False
imgs/34943.jpg,0,False
imgs/30703.jpg,8,False
imgs/43182.jpg,8,False
imgs/46952.jpg,0,False
imgs/17334.jpg,0,False
imgs/48185.jpg,0,False
imgs/05829.jpg,9,False
imgs/22215.jpg,6,False
imgs/36780.jpg,0,False
imgs/41583.jpg,9,False
imgs/32359.jpg,7,False
imgs/30758.jpg,9,False
imgs/18156.jpg,8,False
imgs/19581.jpg,0,False
imgs/11851.jpg,0,False
imgs/46958.jpg,9,False
imgs/40854.jpg,9,False
imgs/25464.jpg,8,False
imgs/07226.jpg,7,False
imgs/30947.jpg,9,False
imgs/47404.jpg,6,False
imgs/27008.jpg,8,False
imgs/11218.jpg,6,False
imgs/08242.jpg,8,False
imgs/21954.jpg,0,False
imgs/09322.jpg,0,False
imgs/18247.jpg,0,False
imgs/19189.jpg,0,False
imgs/13204.jpg,8,False
imgs/13488.jpg,3,False
imgs/36771.jpg,9,False
imgs/11657.jpg,0,False
imgs/25287.jpg,1,False
imgs/49388.jpg,9,False
imgs/21180.jpg,6,False
imgs/17021.jpg,8,False
imgs/26571.jpg,9,False
imgs/18552.jpg,9,False
imgs/46860.jpg,0,False
imgs/02442.jpg,8,False
imgs/15673.jpg,6,False
imgs/39639.jpg,0,False
imgs/10773.jpg,0,False
imgs/08187.jpg,0,False
imgs/23842.jpg,0,False
imgs/37647.jpg,0,False
imgs/06831.jpg,8,False
imgs/03150.jpg,3,False
imgs/17706.jpg,1,False
imgs/29776.jpg,6,False
imgs/08294.jpg,0,False
imgs/08448.jpg,9,False
imgs/11506.jpg,8,False
imgs/06376.jpg,9,False
imgs/33544.jpg,9,False
imgs/38876.jpg,6,False
imgs/35524.jpg,9,False
imgs/04811.jpg,9,False
imgs/14438.jpg,8,False
imgs/48723.jpg,8,False
imgs/32407.jpg,8,False
imgs/19818.jpg,0,False
imgs/11409.jpg,0,False
imgs/08732.jpg,8,False
imgs/42180.jpg,0,False
imgs/22991.jpg,4,False
imgs/07934.jpg,0,False
imgs/29119.jpg,0,False
imgs/32848.jpg,9,False
imgs/41089.jpg,6,False
imgs/08864.jpg,2,False
imgs/16352.jpg,0,False
imgs/13672.jpg,9,False
imgs/27687.jpg,8,False
imgs/40003.jpg,0,False
imgs/13111.jpg,9,False
imgs/49734.jpg,9,False
imgs/49851.jpg,8,False
imgs/03211.jpg,8,False
imgs/21162.jpg,9,False
imgs/32722.jpg,8,False
imgs/07122.jpg,8,False
imgs/13888.jpg,8,False
imgs/37088.jpg,9,False
imgs/06811.jpg,2,False
imgs/26619.jpg,0,False
imgs/35118.jpg,9,False
imgs/10694.jpg,8,False
imgs/20958.jpg,0,False
imgs/19025.jpg,8,False
imgs/32455.jpg,6,False
imgs/17930.jpg,0,False
imgs/01398.jpg,6,False
imgs/30799.jpg,6,False
imgs/39583.jpg,6,False
imgs/15532.jpg,8,False
imgs/33244.jpg,0,False
imgs/44340.jpg,9,False
imgs/13737.jpg,6,False
imgs/15448.jpg,6,False
imgs/43102.jpg,0,False
imgs/17488.jpg,1,False
imgs/32658.jpg,6,False
imgs/37666.jpg,6,False
imgs/42989.jpg,0,False
imgs/28912.jpg,6,False
imgs/05426.jpg,9,False
imgs/25290.jpg,0,False
imgs/34492.jpg,6,False
imgs/08694.jpg,8,False
imgs/06878.jpg,7,False
imgs/06924.jpg,8,False
imgs/35148.jpg,0,False
imgs/15046.jpg,0,False
imgs/39724.jpg,9,False
imgs/18055.jpg,0,False
imgs/36636.jpg,6,False
imgs/29067.jpg,0,False
imgs/34834.jpg,9,False
imgs/26536.jpg,9,False
imgs/46176.jpg,9,False
imgs/42700.jpg,6,False
imgs/37115.jpg,9,False
imgs/44213.jpg,4,False
imgs/08318.jpg,9,False
imgs/41157.jpg,6,False
imgs/46906.jpg,7,False
imgs/18635.jpg,8,False
imgs/29502.jpg,9,False
imgs/31072.jpg,9,False
imgs/26007.jpg,0,False
imgs/45922.jpg,9,False
imgs/28672.jpg,2,False
imgs/24420.jpg,9,False
imgs/08471.jpg,1,False
imgs/47359.jpg,8,False
imgs/37676.jpg,6,False
imgs/30770.jpg,6,False
imgs/23266.jpg,9,False
imgs/31203.jpg,6,False
imgs/01850.jpg,9,False
imgs/16392.jpg,1,False
imgs/39948.jpg,8,False
imgs/23170.jpg,9,False
imgs/12308.jpg,8,False
imgs/48339.jpg,8,False
